group,value
control,31.700000000000003
control,30.470000000000002
control,30.26
control,31.380000000000003
control,33.34
control,31.880000000000003
control,25.880000000000003
control,28.37
control,31.19
control,30.060000000000002
control,32.74
control,30.26
control,30.98
control,31.28
control,31.250000000000004
control,25.44
control,29.01
control,31.67
control,36.290000000000006
control,31.020000000000003
control,28.450000000000003
control,27.94
control,29.44
control,29.580000000000002
control,24.590000000000003
control,24.73
control,30.910000000000004
control,30.6
control,32.31
control,33.71
control,34.6
control,30.360000000000003
control,29.250000000000004
control,29.05
control,30.73
control,32.2
control,30.040000000000003
control,28.67
control,30.470000000000002
control,26.14
control,37.74000000000001
control,32.69
control,30.55
control,30.220000000000002
control,30.520000000000003
control,34.09
control,29.750000000000004
control,35.480000000000004
control,30.250000000000004
control,29.990000000000002
control,30.240000000000002
control,26.570000000000004
control,28.090000000000003
control,31.17
control,32.61
control,31.200000000000003
control,29.76
control,26.6
control,28.990000000000002
control,32.540000000000006
control,29.67
control,33.03
control,33.08
control,30.8
control,32.660000000000004
control,27.62
control,30.69
control,29.37
control,29.94
control,30.87
control,29.110000000000003
control,29.55
control,29.28
control,30.880000000000003
control,27.37
control,30.790000000000003
control,32.53
control,33.620000000000005
control,26.830000000000002
control,30.42
control,26.21
control,30.970000000000002
control,26.150000000000002
control,30.53
control,30.26
control,28.130000000000003
control,28.380000000000003
control,30.310000000000002
control,29.770000000000003
control,28.85
control,32.55
control,31.28
control,32.05
control,30.6
control,34.14
control,33.49
control,32.33
control,31.1
control,28.570000000000004
control,30.240000000000002
control,29.69
control,27.35
control,30.180000000000003
control,28.89
control,32.69
control,27.090000000000003
control,23.610000000000003
control,27.6
control,25.37
control,37.56
control,34.150000000000006
control,30.28
control,28.790000000000003
control,29.87
control,28.380000000000003
control,32.09
control,24.720000000000002
control,31.060000000000002
control,32.59
control,30.55
control,35.52
control,36.67000000000001
control,30.46
control,30.17
control,30.750000000000004
control,31.840000000000003
control,24.71
control,33.410000000000004
control,29.37
control,32.64
control,31.01
control,25.6
control,27.290000000000003
control,36.38
control,35.730000000000004
control,30.500000000000004
control,29.900000000000002
control,33.97
control,33.660000000000004
control,28.14
control,34.92000000000001
control,32.870000000000005
control,27.67
control,30.35
control,28.630000000000003
control,31.110000000000003
control,27.000000000000004
control,31.330000000000002
control,31.160000000000004
control,29.01
control,32.35
control,30.970000000000002
control,28.6
control,34.56
control,27.070000000000004
control,28.200000000000003
control,30.860000000000003
control,33.7
control,30.03
control,27.8
control,29.500000000000004
control,37.14000000000001
control,27.430000000000003
control,29.660000000000004
control,27.62
control,32.480000000000004
control,29.240000000000002
control,32.39
control,27.290000000000003
control,32.25
control,30.570000000000004
control,30.76
control,30.96
control,26.900000000000002
control,27.720000000000002
control,29.340000000000003
control,31.060000000000002
control,34.61
control,30.820000000000004
control,33.480000000000004
control,31.590000000000003
control,29.500000000000004
control,33.77
control,28.200000000000003
control,30.94
control,26.270000000000003
control,36.400000000000006
control,25.650000000000002
control,27.85
control,31.69
control,24.770000000000003
control,27.76
control,30.39
control,33.96
control,27.860000000000003
control,29.070000000000004
control,29.320000000000004
control,31.880000000000003
control,31.96
control,33.52
control,30.740000000000002
control,31.46
control,30.98
control,31.080000000000002
control,30.400000000000002
control,32.5
control,28.180000000000003
control,29.220000000000002
control,25.290000000000003
control,30.94
control,26.71
control,28.44
control,26.62
control,30.21
control,32.290000000000006
control,26.310000000000002
control,34.370000000000005
control,25.92
control,31.660000000000004
control,26.62
control,37.080000000000005
control,31.270000000000003
control,31.8
control,33.77
control,29.860000000000003
control,28.17
control,26.87
control,27.8
control,30.700000000000003
control,26.340000000000003
control,35.43000000000001
control,33.290000000000006
control,30.14
control,32.01
control,27.290000000000003
control,28.330000000000002
control,32.75
control,33.42
control,25.26
control,29.62
control,31.560000000000002
control,32.900000000000006
control,30.94
control,26.860000000000003
control,33.44
control,34.35
control,31.270000000000003
control,28.970000000000002
control,33.22
control,30.630000000000003
control,29.64
control,26.73
control,32.370000000000005
control,33.36
control,30.410000000000004
control,28.930000000000003
control,34.64
control,36.81
control,29.070000000000004
control,31.700000000000003
control,27.520000000000003
control,27.320000000000004
control,27.94
control,36.160000000000004
control,30.650000000000002
control,30.96
control,29.6
control,30.770000000000003
control,31.19
control,28.73
control,33.38
control,30.540000000000003
control,30.130000000000003
control,31.660000000000004
control,29.76
control,32.1
control,27.12
control,31.790000000000003
control,30.770000000000003
control,29.950000000000003
control,34.730000000000004
control,27.490000000000002
control,28.070000000000004
control,33.6
control,29.28
control,29.790000000000003
control,26.78
control,31.3
control,33.260000000000005
control,28.820000000000004
control,25.560000000000002
control,26.87
control,31.740000000000002
control,30.490000000000002
control,28.820000000000004
control,26.12
control,26.42
control,24.76
control,30.990000000000002
control,32.13
control,32.870000000000005
control,28.470000000000002
control,33.21
control,31.1
control,32.18
control,30.000000000000004
control,28.770000000000003
control,28.310000000000002
control,32.290000000000006
control,31.35
control,30.51
control,26.44
control,29.96
control,26.39
control,23.78
control,28.630000000000003
control,26.470000000000002
control,31.770000000000003
control,30.320000000000004
control,33.5
control,28.23
control,31.320000000000004
control,29.48
control,35.160000000000004
control,27.540000000000003
control,30.1
control,30.430000000000003
control,29.37
control,32.620000000000005
control,27.490000000000002
control,32.480000000000004
control,29.470000000000002
control,31.73
control,32.83
control,29.53
control,27.64
control,28.880000000000003
control,29.080000000000002
control,26.35
control,29.880000000000003
control,33.010000000000005
control,29.96
control,29.360000000000003
control,27.71
control,25.150000000000002
control,30.810000000000002
control,34.52
control,27.560000000000002
control,28.950000000000003
control,26.76
control,27.930000000000003
control,33.57000000000001
control,31.320000000000004
control,30.23
control,32.85
control,29.000000000000004
control,29.310000000000002
control,31.970000000000002
control,33.86
control,32.1
control,29.180000000000003
control,26.78
control,29.040000000000003
control,30.040000000000003
control,29.290000000000003
control,32.06
control,28.250000000000004
control,34.07000000000001
control,31.46
control,30.35
control,31.970000000000002
control,29.740000000000002
control,33.18000000000001
control,29.8
control,27.3
control,28.430000000000003
control,30.89
control,25.360000000000003
control,36.18000000000001
control,31.05
control,26.520000000000003
control,34.800000000000004
control,29.67
control,26.580000000000002
control,25.360000000000003
control,31.12
control,29.48
control,31.250000000000004
control,29.470000000000002
control,28.67
control,31.860000000000003
control,31.35
control,26.62
control,30.62
control,28.250000000000004
control,27.590000000000003
control,24.39
control,32.19
control,31.3
control,32.730000000000004
control,29.360000000000003
control,27.840000000000003
control,28.930000000000003
control,33.13
control,30.660000000000004
control,29.98
control,31.430000000000003
control,26.650000000000002
control,30.85
control,29.03
control,20.400000000000002
control,33.88
control,33.13
control,30.580000000000002
control,35.10000000000001
control,32.08
control,29.89
control,38.85000000000001
control,30.000000000000004
control,27.360000000000003
control,30.1
control,31.3
control,30.26
control,30.950000000000003
control,30.01
control,30.01
control,27.42
control,29.400000000000002
control,32.34
control,32.63
control,34.99000000000001
control,29.48
control,32.52
control,27.090000000000003
control,32.5
control,32.11
control,30.540000000000003
control,31.19
control,28.450000000000003
control,28.930000000000003
control,28.740000000000002
control,37.99000000000001
control,26.26
control,31.1
control,35.400000000000006
control,25.05
control,29.85
control,32.39
control,28.73
control,31.290000000000003
control,31.23
control,29.78
control,27.89
control,29.700000000000003
control,30.1
control,32.18
control,32.22
control,28.270000000000003
control,28.67
control,29.35
control,28.860000000000003
control,25.94
control,25.69
control,32.02
control,33.89
control,37.38
control,29.160000000000004
control,29.990000000000002
control,33.32000000000001
control,29.330000000000002
control,25.200000000000003
control,32.19
control,28.990000000000002
control,26.73
control,30.23
control,29.35
control,32.790000000000006
control,29.680000000000003
control,30.96
control,28.21
control,30.37
control,27.500000000000004
control,31.110000000000003
control,29.94
control,31.48
control,26.85
control,29.360000000000003
control,27.950000000000003
control,35.71000000000001
control,34.0
control,27.330000000000002
control,33.0
control,34.13
control,28.490000000000002
control,28.680000000000003
control,34.52
control,28.810000000000002
control,30.3
control,32.1
control,34.39
control,31.700000000000003
control,30.470000000000002
control,30.26
control,31.380000000000003
control,33.34
control,31.880000000000003
control,25.880000000000003
control,28.37
control,31.19
control,30.060000000000002
control,32.74
control,30.26
control,30.98
control,31.28
control,31.250000000000004
control,25.44
control,29.01
control,31.67
control,36.290000000000006
control,31.020000000000003
control,28.450000000000003
control,27.94
control,29.44
control,29.580000000000002
control,24.590000000000003
control,24.73
control,30.910000000000004
control,30.6
control,32.31
control,33.71
control,34.6
control,30.360000000000003
control,29.250000000000004
control,29.05
control,30.73
control,32.2
control,30.040000000000003
control,28.67
control,30.470000000000002
control,26.14
control,37.74000000000001
control,32.69
control,30.55
control,30.220000000000002
control,30.520000000000003
control,34.09
control,29.750000000000004
control,35.480000000000004
control,30.250000000000004
control,29.990000000000002
control,30.240000000000002
control,26.570000000000004
control,28.090000000000003
control,31.17
control,32.61
control,31.200000000000003
control,29.76
control,26.6
control,28.990000000000002
control,32.540000000000006
control,29.67
control,33.03
control,33.08
control,30.8
control,32.660000000000004
control,27.62
control,30.69
control,29.37
control,29.94
control,30.87
control,29.110000000000003
control,29.55
control,29.28
control,30.880000000000003
control,27.37
control,30.790000000000003
control,32.53
control,33.620000000000005
control,26.830000000000002
control,30.42
control,26.21
control,30.970000000000002
control,26.150000000000002
control,30.53
control,30.26
control,28.130000000000003
control,28.380000000000003
control,30.310000000000002
control,29.770000000000003
control,28.85
control,32.55
control,31.28
control,32.05
control,30.6
control,34.14
control,33.49
control,32.33
control,31.1
control,28.570000000000004
control,30.240000000000002
control,29.69
control,27.35
control,30.180000000000003
control,28.89
control,32.69
control,27.090000000000003
control,23.610000000000003
control,27.6
control,25.37
control,37.56
control,34.150000000000006
control,30.28
control,28.790000000000003
control,29.87
control,28.380000000000003
control,32.09
control,24.720000000000002
control,31.060000000000002
control,32.59
control,30.55
control,35.52
control,36.67000000000001
control,30.46
control,30.17
control,30.750000000000004
control,31.840000000000003
control,24.71
control,33.410000000000004
control,29.37
control,32.64
control,31.01
control,25.6
control,27.290000000000003
control,36.38
control,35.730000000000004
control,30.500000000000004
control,29.900000000000002
control,33.97
control,33.660000000000004
control,28.14
control,34.92000000000001
control,32.870000000000005
control,27.67
control,30.35
control,28.630000000000003
control,31.110000000000003
control,27.000000000000004
control,31.330000000000002
control,31.160000000000004
control,29.01
control,32.35
control,30.970000000000002
control,28.6
control,34.56
control,27.070000000000004
control,28.200000000000003
control,30.860000000000003
control,33.7
control,30.03
control,27.8
control,29.500000000000004
control,37.14000000000001
control,27.430000000000003
control,29.660000000000004
control,27.62
control,32.480000000000004
control,29.240000000000002
control,32.39
control,27.290000000000003
control,32.25
control,30.570000000000004
control,30.76
control,30.96
control,26.900000000000002
control,27.720000000000002
control,29.340000000000003
control,31.060000000000002
control,34.61
control,30.820000000000004
control,33.480000000000004
control,31.590000000000003
control,29.500000000000004
control,33.77
control,28.200000000000003
control,30.94
control,26.270000000000003
control,36.400000000000006
control,25.650000000000002
control,27.85
control,31.69
control,24.770000000000003
control,27.76
control,30.39
control,33.96
control,27.860000000000003
control,29.070000000000004
control,29.320000000000004
control,31.880000000000003
control,31.96
control,33.52
control,30.740000000000002
control,31.46
control,30.98
control,31.080000000000002
control,30.400000000000002
control,32.5
control,28.180000000000003
control,29.220000000000002
control,25.290000000000003
control,30.94
control,26.71
control,28.44
control,26.62
control,30.21
control,32.290000000000006
control,26.310000000000002
control,34.370000000000005
control,25.92
control,31.660000000000004
control,26.62
control,37.080000000000005
control,31.270000000000003
control,31.8
control,33.77
control,29.860000000000003
control,28.17
control,26.87
control,27.8
control,30.700000000000003
control,26.340000000000003
control,35.43000000000001
control,33.290000000000006
control,30.14
control,32.01
control,27.290000000000003
control,28.330000000000002
control,32.75
control,33.42
control,25.26
control,29.62
control,31.560000000000002
control,32.900000000000006
control,30.94
control,26.860000000000003
control,33.44
control,34.35
control,31.270000000000003
control,28.970000000000002
control,33.22
control,30.630000000000003
control,29.64
control,26.73
control,32.370000000000005
control,33.36
control,30.410000000000004
control,28.930000000000003
control,34.64
control,36.81
control,29.070000000000004
control,31.700000000000003
control,27.520000000000003
control,27.320000000000004
control,27.94
control,36.160000000000004
control,30.650000000000002
control,30.96
control,29.6
control,30.770000000000003
control,31.19
control,28.73
control,33.38
control,30.540000000000003
control,30.130000000000003
control,31.660000000000004
control,29.76
control,32.1
control,27.12
control,31.790000000000003
control,30.770000000000003
control,29.950000000000003
control,34.730000000000004
control,27.490000000000002
control,28.070000000000004
control,33.6
control,29.28
control,29.790000000000003
control,26.78
control,31.3
control,33.260000000000005
control,28.820000000000004
control,25.560000000000002
control,26.87
control,31.740000000000002
control,30.490000000000002
control,28.820000000000004
control,26.12
control,26.42
control,24.76
control,30.990000000000002
control,32.13
control,32.870000000000005
control,28.470000000000002
control,33.21
control,31.1
control,32.18
control,30.000000000000004
control,28.770000000000003
control,28.310000000000002
control,32.290000000000006
control,31.35
control,30.51
control,26.44
control,29.96
control,26.39
control,23.78
control,28.630000000000003
control,26.470000000000002
control,31.770000000000003
control,30.320000000000004
control,33.5
control,28.23
control,31.320000000000004
control,29.48
control,35.160000000000004
control,27.540000000000003
control,30.1
control,30.430000000000003
control,29.37
control,32.620000000000005
control,27.490000000000002
control,32.480000000000004
control,29.470000000000002
control,31.73
control,32.83
control,29.53
control,27.64
control,28.880000000000003
control,29.080000000000002
control,26.35
control,29.880000000000003
control,33.010000000000005
control,29.96
control,29.360000000000003
control,27.71
control,25.150000000000002
control,30.810000000000002
control,34.52
control,27.560000000000002
control,28.950000000000003
control,26.76
control,27.930000000000003
control,33.57000000000001
control,31.320000000000004
control,30.23
control,32.85
control,29.000000000000004
control,29.310000000000002
control,31.970000000000002
control,33.86
control,32.1
control,29.180000000000003
control,26.78
control,29.040000000000003
control,30.040000000000003
control,29.290000000000003
control,32.06
control,28.250000000000004
control,34.07000000000001
control,31.46
control,30.35
control,31.970000000000002
control,29.740000000000002
control,33.18000000000001
control,29.8
control,27.3
control,28.430000000000003
control,30.89
control,25.360000000000003
control,36.18000000000001
control,31.05
control,26.520000000000003
control,34.800000000000004
control,29.67
control,26.580000000000002
control,25.360000000000003
control,31.12
control,29.48
control,31.250000000000004
control,29.470000000000002
control,28.67
control,31.860000000000003
control,31.35
control,26.62
control,30.62
control,28.250000000000004
control,27.590000000000003
control,24.39
control,32.19
control,31.3
control,32.730000000000004
control,29.360000000000003
control,27.840000000000003
control,28.930000000000003
control,33.13
control,30.660000000000004
control,29.98
control,31.430000000000003
control,26.650000000000002
control,30.85
control,29.03
control,20.400000000000002
control,33.88
control,33.13
control,30.580000000000002
control,35.10000000000001
control,32.08
control,29.89
control,38.85000000000001
control,30.000000000000004
control,27.360000000000003
control,30.1
control,31.3
control,30.26
control,30.950000000000003
control,30.01
control,30.01
control,27.42
control,29.400000000000002
control,32.34
control,32.63
control,34.99000000000001
control,29.48
control,32.52
control,27.090000000000003
control,32.5
control,32.11
control,30.540000000000003
control,31.19
control,28.450000000000003
control,28.930000000000003
control,28.740000000000002
control,37.99000000000001
control,26.26
control,31.1
control,35.400000000000006
control,25.05
control,29.85
control,32.39
control,28.73
control,31.290000000000003
control,31.23
control,29.78
control,27.89
control,29.700000000000003
control,30.1
control,32.18
control,32.22
control,28.270000000000003
control,28.67
control,29.35
control,28.860000000000003
control,25.94
control,25.69
control,32.02
control,33.89
control,37.38
control,29.160000000000004
control,29.990000000000002
control,33.32000000000001
control,29.330000000000002
control,25.200000000000003
control,32.19
control,28.990000000000002
control,26.73
control,30.23
control,29.35
control,32.790000000000006
control,29.680000000000003
control,30.96
control,28.21
control,30.37
control,27.500000000000004
control,31.110000000000003
control,29.94
control,31.48
control,26.85
control,29.360000000000003
control,27.950000000000003
control,35.71000000000001
control,34.0
control,27.330000000000002
control,33.0
control,34.13
control,28.490000000000002
control,28.680000000000003
control,34.52
control,28.810000000000002
control,30.3
control,32.1
control,34.39
control,31.700000000000003
control,30.470000000000002
control,30.26
control,31.380000000000003
control,33.34
control,31.880000000000003
control,25.880000000000003
control,28.37
control,31.19
control,30.060000000000002
control,32.74
control,30.26
control,30.98
control,31.28
control,31.250000000000004
control,25.44
control,29.01
control,31.67
control,36.290000000000006
control,31.020000000000003
control,28.450000000000003
control,27.94
control,29.44
control,29.580000000000002
control,24.590000000000003
control,24.73
control,30.910000000000004
control,30.6
control,32.31
control,33.71
control,34.6
control,30.360000000000003
control,29.250000000000004
control,29.05
control,30.73
control,32.2
control,30.040000000000003
control,28.67
control,30.470000000000002
control,26.14
control,37.74000000000001
control,32.69
control,30.55
control,30.220000000000002
control,30.520000000000003
control,34.09
control,29.750000000000004
control,35.480000000000004
control,30.250000000000004
control,29.990000000000002
control,30.240000000000002
control,26.570000000000004
control,28.090000000000003
control,31.17
control,32.61
control,31.200000000000003
control,29.76
control,26.6
control,28.990000000000002
control,32.540000000000006
control,29.67
control,33.03
control,33.08
control,30.8
control,32.660000000000004
control,27.62
control,30.69
control,29.37
control,29.94
control,30.87
control,29.110000000000003
control,29.55
control,29.28
control,30.880000000000003
control,27.37
control,30.790000000000003
control,32.53
control,33.620000000000005
control,26.830000000000002
control,30.42
control,26.21
control,30.970000000000002
control,26.150000000000002
control,30.53
control,30.26
control,28.130000000000003
control,28.380000000000003
control,30.310000000000002
control,29.770000000000003
control,28.85
control,32.55
control,31.28
control,32.05
control,30.6
control,34.14
control,33.49
control,32.33
control,31.1
control,28.570000000000004
control,30.240000000000002
control,29.69
control,27.35
control,30.180000000000003
control,28.89
control,32.69
control,27.090000000000003
control,23.610000000000003
control,27.6
control,25.37
control,37.56
control,34.150000000000006
control,30.28
control,28.790000000000003
control,29.87
control,28.380000000000003
control,32.09
control,24.720000000000002
control,31.060000000000002
control,32.59
control,30.55
control,35.52
control,36.67000000000001
control,30.46
control,30.17
control,30.750000000000004
control,31.840000000000003
control,24.71
control,33.410000000000004
control,29.37
control,32.64
control,31.01
control,25.6
control,27.290000000000003
control,36.38
control,35.730000000000004
control,30.500000000000004
control,29.900000000000002
control,33.97
control,33.660000000000004
control,28.14
control,34.92000000000001
control,32.870000000000005
control,27.67
control,30.35
control,28.630000000000003
control,31.110000000000003
control,27.000000000000004
control,31.330000000000002
control,31.160000000000004
control,29.01
control,32.35
control,30.970000000000002
control,28.6
control,34.56
control,27.070000000000004
control,28.200000000000003
control,30.860000000000003
control,33.7
control,30.03
control,27.8
control,29.500000000000004
control,37.14000000000001
control,27.430000000000003
control,29.660000000000004
control,27.62
control,32.480000000000004
control,29.240000000000002
control,32.39
control,27.290000000000003
control,32.25
control,30.570000000000004
control,30.76
control,30.96
control,26.900000000000002
control,27.720000000000002
control,29.340000000000003
control,31.060000000000002
control,34.61
control,30.820000000000004
control,33.480000000000004
control,31.590000000000003
control,29.500000000000004
control,33.77
control,28.200000000000003
control,30.94
control,26.270000000000003
control,36.400000000000006
control,25.650000000000002
control,27.85
control,31.69
control,24.770000000000003
control,27.76
control,30.39
control,33.96
control,27.860000000000003
control,29.070000000000004
control,29.320000000000004
control,31.880000000000003
control,31.96
control,33.52
control,30.740000000000002
control,31.46
control,30.98
control,31.080000000000002
control,30.400000000000002
control,32.5
control,28.180000000000003
control,29.220000000000002
control,25.290000000000003
control,30.94
control,26.71
control,28.44
control,26.62
control,30.21
control,32.290000000000006
control,26.310000000000002
control,34.370000000000005
control,25.92
control,31.660000000000004
control,26.62
control,37.080000000000005
control,31.270000000000003
control,31.8
control,33.77
control,29.860000000000003
control,28.17
control,26.87
control,27.8
control,30.700000000000003
control,26.340000000000003
control,35.43000000000001
control,33.290000000000006
control,30.14
control,32.01
control,27.290000000000003
control,28.330000000000002
control,32.75
control,33.42
control,25.26
control,29.62
control,31.560000000000002
control,32.900000000000006
control,30.94
control,26.860000000000003
control,33.44
control,34.35
control,31.270000000000003
control,28.970000000000002
control,33.22
control,30.630000000000003
control,29.64
control,26.73
control,32.370000000000005
control,33.36
control,30.410000000000004
control,28.930000000000003
control,34.64
control,36.81
control,29.070000000000004
control,31.700000000000003
control,27.520000000000003
control,27.320000000000004
control,27.94
control,36.160000000000004
control,30.650000000000002
control,30.96
control,29.6
control,30.770000000000003
control,31.19
control,28.73
control,33.38
control,30.540000000000003
control,30.130000000000003
control,31.660000000000004
control,29.76
control,32.1
control,27.12
control,31.790000000000003
control,30.770000000000003
control,29.950000000000003
control,34.730000000000004
control,27.490000000000002
control,28.070000000000004
control,33.6
control,29.28
control,29.790000000000003
control,26.78
control,31.3
control,33.260000000000005
control,28.820000000000004
control,25.560000000000002
control,26.87
control,31.740000000000002
control,30.490000000000002
control,28.820000000000004
control,26.12
control,26.42
control,24.76
control,30.990000000000002
control,32.13
control,32.870000000000005
control,28.470000000000002
control,33.21
control,31.1
control,32.18
control,30.000000000000004
control,28.770000000000003
control,28.310000000000002
control,32.290000000000006
control,31.35
control,30.51
control,26.44
control,29.96
control,26.39
control,23.78
control,28.630000000000003
control,26.470000000000002
control,31.770000000000003
control,30.320000000000004
control,33.5
control,28.23
control,31.320000000000004
control,29.48
control,35.160000000000004
control,27.540000000000003
control,30.1
control,30.430000000000003
control,29.37
control,32.620000000000005
control,27.490000000000002
control,32.480000000000004
control,29.470000000000002
control,31.73
control,32.83
control,29.53
control,27.64
control,28.880000000000003
control,29.080000000000002
control,26.35
control,29.880000000000003
control,33.010000000000005
control,29.96
control,29.360000000000003
control,27.71
control,25.150000000000002
control,30.810000000000002
control,34.52
control,27.560000000000002
control,28.950000000000003
control,26.76
control,27.930000000000003
control,33.57000000000001
control,31.320000000000004
control,30.23
control,32.85
control,29.000000000000004
control,29.310000000000002
control,31.970000000000002
control,33.86
control,32.1
control,29.180000000000003
control,26.78
control,29.040000000000003
control,30.040000000000003
control,29.290000000000003
control,32.06
control,28.250000000000004
control,34.07000000000001
control,31.46
control,30.35
control,31.970000000000002
control,29.740000000000002
control,33.18000000000001
control,29.8
control,27.3
control,28.430000000000003
control,30.89
control,25.360000000000003
control,36.18000000000001
control,31.05
control,26.520000000000003
control,34.800000000000004
control,29.67
control,26.580000000000002
control,25.360000000000003
control,31.12
control,29.48
control,31.250000000000004
control,29.470000000000002
control,28.67
control,31.860000000000003
control,31.35
control,26.62
control,30.62
control,28.250000000000004
control,27.590000000000003
control,24.39
control,32.19
control,31.3
control,32.730000000000004
control,29.360000000000003
control,27.840000000000003
control,28.930000000000003
control,33.13
control,30.660000000000004
control,29.98
control,31.430000000000003
control,26.650000000000002
control,30.85
control,29.03
control,20.400000000000002
control,33.88
control,33.13
control,30.580000000000002
control,35.10000000000001
control,32.08
control,29.89
control,38.85000000000001
control,30.000000000000004
control,27.360000000000003
control,30.1
control,31.3
control,30.26
control,30.950000000000003
control,30.01
control,30.01
control,27.42
control,29.400000000000002
control,32.34
control,32.63
control,34.99000000000001
control,29.48
control,32.52
control,27.090000000000003
control,32.5
control,32.11
control,30.540000000000003
control,31.19
control,28.450000000000003
control,28.930000000000003
control,28.740000000000002
control,37.99000000000001
control,26.26
control,31.1
control,35.400000000000006
control,25.05
control,29.85
control,32.39
control,28.73
control,31.290000000000003
control,31.23
control,29.78
control,27.89
control,29.700000000000003
control,30.1
control,32.18
control,32.22
control,28.270000000000003
control,28.67
control,29.35
control,28.860000000000003
control,25.94
control,25.69
control,32.02
control,33.89
control,37.38
control,29.160000000000004
control,29.990000000000002
control,33.32000000000001
control,29.330000000000002
control,25.200000000000003
control,32.19
control,28.990000000000002
control,26.73
control,30.23
control,29.35
control,32.790000000000006
control,29.680000000000003
control,30.96
control,28.21
control,30.37
control,27.500000000000004
control,31.110000000000003
control,29.94
control,31.48
control,26.85
control,29.360000000000003
control,27.950000000000003
control,35.71000000000001
control,34.0
control,27.330000000000002
control,33.0
control,34.13
control,28.490000000000002
control,28.680000000000003
control,34.52
control,28.810000000000002
control,30.3
control,32.1
control,34.39
control,31.700000000000003
control,30.470000000000002
control,30.26
control,31.380000000000003
control,33.34
control,31.880000000000003
control,25.880000000000003
control,28.37
control,31.19
control,30.060000000000002
control,32.74
control,30.26
control,30.98
control,31.28
control,31.250000000000004
control,25.44
control,29.01
control,31.67
control,36.290000000000006
control,31.020000000000003
control,28.450000000000003
control,27.94
control,29.44
control,29.580000000000002
control,24.590000000000003
control,24.73
control,30.910000000000004
control,30.6
control,32.31
control,33.71
control,34.6
control,30.360000000000003
control,29.250000000000004
control,29.05
control,30.73
control,32.2
control,30.040000000000003
control,28.67
control,30.470000000000002
control,26.14
control,37.74000000000001
control,32.69
control,30.55
control,30.220000000000002
control,30.520000000000003
control,34.09
control,29.750000000000004
control,35.480000000000004
control,30.250000000000004
control,29.990000000000002
control,30.240000000000002
control,26.570000000000004
control,28.090000000000003
control,31.17
control,32.61
control,31.200000000000003
control,29.76
control,26.6
control,28.990000000000002
control,32.540000000000006
control,29.67
control,33.03
control,33.08
control,30.8
control,32.660000000000004
control,27.62
control,30.69
control,29.37
control,29.94
control,30.87
control,29.110000000000003
control,29.55
control,29.28
control,30.880000000000003
control,27.37
control,30.790000000000003
control,32.53
control,33.620000000000005
control,26.830000000000002
control,30.42
control,26.21
control,30.970000000000002
control,26.150000000000002
control,30.53
control,30.26
control,28.130000000000003
control,28.380000000000003
control,30.310000000000002
control,29.770000000000003
control,28.85
control,32.55
control,31.28
control,32.05
control,30.6
control,34.14
control,33.49
control,32.33
control,31.1
control,28.570000000000004
control,30.240000000000002
control,29.69
control,27.35
control,30.180000000000003
control,28.89
control,32.69
control,27.090000000000003
control,23.610000000000003
control,27.6
control,25.37
control,37.56
control,34.150000000000006
control,30.28
control,28.790000000000003
control,29.87
control,28.380000000000003
control,32.09
control,24.720000000000002
control,31.060000000000002
control,32.59
control,30.55
control,35.52
control,36.67000000000001
control,30.46
control,30.17
control,30.750000000000004
control,31.840000000000003
control,24.71
control,33.410000000000004
control,29.37
control,32.64
control,31.01
control,25.6
control,27.290000000000003
control,36.38
control,35.730000000000004
control,30.500000000000004
control,29.900000000000002
control,33.97
control,33.660000000000004
control,28.14
control,34.92000000000001
control,32.870000000000005
control,27.67
control,30.35
control,28.630000000000003
control,31.110000000000003
control,27.000000000000004
control,31.330000000000002
control,31.160000000000004
control,29.01
control,32.35
control,30.970000000000002
control,28.6
control,34.56
control,27.070000000000004
control,28.200000000000003
control,30.860000000000003
control,33.7
control,30.03
control,27.8
control,29.500000000000004
control,37.14000000000001
control,27.430000000000003
control,29.660000000000004
control,27.62
control,32.480000000000004
control,29.240000000000002
control,32.39
control,27.290000000000003
control,32.25
control,30.570000000000004
control,30.76
control,30.96
control,26.900000000000002
control,27.720000000000002
control,29.340000000000003
control,31.060000000000002
control,34.61
control,30.820000000000004
control,33.480000000000004
control,31.590000000000003
control,29.500000000000004
control,33.77
control,28.200000000000003
control,30.94
control,26.270000000000003
control,36.400000000000006
control,25.650000000000002
control,27.85
control,31.69
control,24.770000000000003
control,27.76
control,30.39
control,33.96
control,27.860000000000003
control,29.070000000000004
control,29.320000000000004
control,31.880000000000003
control,31.96
control,33.52
control,30.740000000000002
control,31.46
control,30.98
control,31.080000000000002
control,30.400000000000002
control,32.5
control,28.180000000000003
control,29.220000000000002
control,25.290000000000003
control,30.94
control,26.71
control,28.44
control,26.62
control,30.21
control,32.290000000000006
control,26.310000000000002
control,34.370000000000005
control,25.92
control,31.660000000000004
control,26.62
control,37.080000000000005
control,31.270000000000003
control,31.8
control,33.77
control,29.860000000000003
control,28.17
control,26.87
control,27.8
control,30.700000000000003
control,26.340000000000003
control,35.43000000000001
control,33.290000000000006
control,30.14
control,32.01
control,27.290000000000003
control,28.330000000000002
control,32.75
control,33.42
control,25.26
control,29.62
control,31.560000000000002
control,32.900000000000006
control,30.94
control,26.860000000000003
control,33.44
control,34.35
